Date,Hours,Opn_Hrs
2/23/2008,0,0
2/24/2008,0,0
2/25/2008,0,0
2/26/2008,0,0
2/27/2008,0,0
2/28/2008,12,5.855523952
2/29/2008,0,0
3/1/2008,0,0
3/2/2008,2,1.070336218
3/3/2008,0,0
3/4/2008,0,0
3/5/2008,11,6.167838738
3/6/2008,0,0
3/7/2008,0,0
3/8/2008,0,0
3/9/2008,0,0
3/10/2008,12,8.329352203
3/11/2008,4,0.168987635
3/12/2008,0,0
3/13/2008,8,7.154072014
3/14/2008,0,0
3/15/2008,0,0
3/16/2008,0,0
3/17/2008,0,0
3/18/2008,0,0
3/19/2008,11,1.552294836
3/20/2008,0,0
3/21/2008,0,0
3/22/2008,0,0
3/23/2008,0,0
3/24/2008,0,0
3/25/2008,0,0
3/26/2008,0,0
3/27/2008,0,0
3/28/2008,0,0
3/29/2008,0,0
3/30/2008,0,0
3/31/2008,0,0
4/1/2008,13,10.2506136
4/2/2008,0,0
4/3/2008,0,0
4/4/2008,0,0
4/5/2008,12,2.638616132
4/6/2008,0,0
4/7/2008,0,0
4/8/2008,0,0
4/9/2008,0,0
4/10/2008,3,2.553037424
4/11/2008,0,0
4/12/2008,0,0
4/13/2008,17,2.239521034
4/14/2008,14,2.204483878
4/15/2008,0,0
4/16/2008,3,1.723371033
4/17/2008,0,0
4/18/2008,4,2.418360673
4/19/2008,0,0
4/20/2008,8,1.217355893
4/21/2008,0,0
4/22/2008,0,0
4/23/2008,0,0
4/24/2008,0,0
4/25/2008,0,0
4/26/2008,0,0
4/27/2008,0,0
4/28/2008,23,16.53936293
4/29/2008,0,0
4/30/2008,20,12.50867584
5/1/2008,0,0
5/2/2008,0,0
5/3/2008,24,20.80039161
5/4/2008,0,0
5/5/2008,0,0
5/6/2008,0,0
5/7/2008,0,0
5/8/2008,0,0
5/9/2008,0,0
5/10/2008,22,1.024019262
5/11/2008,0,0
5/12/2008,0,0
5/13/2008,0,0
5/14/2008,0,0
5/15/2008,2,0.349252404
5/16/2008,23,4.226008625
5/17/2008,0,0
5/18/2008,0,0
5/19/2008,0,0
5/20/2008,0,0
5/21/2008,0,0
5/22/2008,0,0
5/23/2008,1,0.261734327
5/24/2008,0,0
5/25/2008,0,0
5/26/2008,0,0
5/27/2008,0,0
5/28/2008,0,0
5/29/2008,0,0
5/30/2008,14,9.214620263
5/31/2008,0,0
6/1/2008,12,4.74441776
6/2/2008,0,0
6/3/2008,0,0
6/4/2008,0,0
6/5/2008,21,7.355001843
6/6/2008,0,0
6/7/2008,0,0
6/8/2008,6,3.76211837
6/9/2008,0,0
6/10/2008,16,7.155684854
6/11/2008,0,0
6/12/2008,10,9.079104251
6/13/2008,0,0
6/14/2008,0,0
6/15/2008,0,0
6/16/2008,19,16.3247324
6/17/2008,10,3.611810385
6/18/2008,10,1.410905372
6/19/2008,0,0
6/20/2008,0,0
6/21/2008,0,0
6/22/2008,22,12.15624143
6/23/2008,22,4.333488077
6/24/2008,0,0
6/25/2008,0,0
6/26/2008,0,0
6/27/2008,22,4.863973068
6/28/2008,0,0
6/29/2008,0,0
6/30/2008,14,11.22339032
7/1/2008,0,0
7/2/2008,0,0
7/3/2008,0,0
7/4/2008,0,0
7/5/2008,0,0
7/6/2008,0,0
7/7/2008,0,0
7/8/2008,0,0
7/9/2008,0,0
7/10/2008,0,0
7/11/2008,0,0
7/12/2008,14,7.207296404
7/13/2008,0,0
7/14/2008,8,5.594226372
7/15/2008,0,0
7/16/2008,0,0
7/17/2008,0,0
7/18/2008,0,0
7/19/2008,12,0.238107538
7/20/2008,23,22.10197018
7/21/2008,0,0
7/22/2008,0,0
7/23/2008,0,0
7/24/2008,0,0
7/25/2008,3,2.005159588
7/26/2008,0,0
7/27/2008,4,2.869839825
7/28/2008,0,0
7/29/2008,0,0
7/30/2008,0,0
7/31/2008,0,0
8/1/2008,0,0
8/2/2008,0,0
8/3/2008,0,0
8/4/2008,0,0
8/5/2008,0,0
8/6/2008,0,0
8/7/2008,1,0.886911747
8/8/2008,0,0
8/9/2008,0,0
8/10/2008,0,0
8/11/2008,0,0
8/12/2008,5,3.595627538
8/13/2008,0,0
8/14/2008,0,0
8/15/2008,22,8.585200686
8/16/2008,10,4.065034857
8/17/2008,0,0
8/18/2008,0,0
8/19/2008,10,5.924108983
8/20/2008,10,3.733942552
8/21/2008,0,0
8/22/2008,0,0
8/23/2008,16,7.631391689
8/24/2008,9,3.944099363
8/25/2008,5,3.167942927
8/26/2008,14,13.95652999
8/27/2008,19,3.801383211
8/28/2008,0,0
8/29/2008,0,0
8/30/2008,0,0
8/31/2008,0,0
9/1/2008,0,0
9/2/2008,6,5.04504751
9/3/2008,0,0
9/4/2008,0,0
9/5/2008,4,0.027246089
9/6/2008,0,0
9/7/2008,0,0
9/8/2008,1,0.093170242
9/9/2008,0,0
9/10/2008,4,2.099591117
9/11/2008,0,0
9/12/2008,6,3.313397077
9/13/2008,0,0
9/14/2008,0,0
9/15/2008,0,0
9/16/2008,2,1.141629848
9/17/2008,0,0
9/18/2008,6,5.675325658
9/19/2008,1,0.560165698
9/20/2008,0,0
9/21/2008,0,0
9/22/2008,0,0
9/23/2008,0,0
9/24/2008,5,0.511054218
9/25/2008,0,0
9/26/2008,15,13.73676027
9/27/2008,0,0
9/28/2008,15,4.018747974
9/29/2008,0,0
9/30/2008,23,21.83300167
10/1/2008,4,0.637680788
10/2/2008,0,0
10/3/2008,0,0
10/4/2008,0,0
10/5/2008,0,0
10/6/2008,0,0
10/7/2008,0,0
10/8/2008,0,0
10/9/2008,0,0
10/10/2008,12,3.423367201
10/11/2008,0,0
10/12/2008,18,14.44750686
10/13/2008,0,0
10/14/2008,0,0
10/15/2008,0,0
10/16/2008,0,0
10/17/2008,0,0
10/18/2008,0,0
10/19/2008,0,0
10/20/2008,24,7.712490393
10/21/2008,0,0
10/22/2008,0,0
10/23/2008,0,0
10/24/2008,0,0
10/25/2008,0,0
10/26/2008,24,21.92194764
10/27/2008,21,14.45685877
10/28/2008,12,7.515890091
10/29/2008,0,0
10/30/2008,0,0
10/31/2008,0,0
11/1/2008,0,0
11/2/2008,24,13.18956024
11/3/2008,0,0
11/4/2008,0,0
11/5/2008,0,0
11/6/2008,0,0
11/7/2008,9,4.672882312
11/8/2008,0,0
11/9/2008,0,0
11/10/2008,0,0
11/11/2008,0,0
11/12/2008,0,0
11/13/2008,15,11.95094648
11/14/2008,0,0
11/15/2008,13,7.427548204
11/16/2008,0,0
11/17/2008,0,0
11/18/2008,17,0.388652414
11/19/2008,0,0
11/20/2008,0,0
11/21/2008,12,1.71856392
11/22/2008,0,0
11/23/2008,18,2.696823498
11/24/2008,0,0
11/25/2008,0,0
11/26/2008,0,0
11/27/2008,0,0
11/28/2008,0,0
11/29/2008,0,0
11/30/2008,14,13.87241145
12/1/2008,0,0
12/2/2008,0,0
12/3/2008,10,7.003398983
12/4/2008,0,0
12/5/2008,0,0
12/6/2008,0,0
12/7/2008,17,8.809640808
12/8/2008,0,0
12/9/2008,0,0
12/10/2008,24,23.20776243
12/11/2008,0,0
12/12/2008,0,0
12/13/2008,0,0
12/14/2008,12,9.44910748
12/15/2008,0,0
12/16/2008,0,0
12/17/2008,22,13.95625603
12/18/2008,0,0
12/19/2008,7,0.413238929
12/20/2008,0,0
12/21/2008,16,13.75474377
12/22/2008,0,0
12/23/2008,0,0
12/24/2008,5,3.06187044
12/25/2008,0,0
12/26/2008,2,1.217875414
12/27/2008,20,15.5597153
12/28/2008,0,0
12/29/2008,0,0
12/30/2008,5,2.99452136
12/31/2008,0,0
1/1/2009,0,0
1/2/2009,0,0
1/3/2009,6,1.114265322
1/4/2009,0,0
1/5/2009,0,0
1/6/2009,0,0
1/7/2009,0,0
1/8/2009,0,0
1/9/2009,0,0
1/10/2009,0,0
1/11/2009,0,0
1/12/2009,0,0
1/13/2009,0,0
1/14/2009,0,0
1/15/2009,0,0
1/16/2009,11,7.628763038
1/17/2009,0,0
1/18/2009,0,0
1/19/2009,0,0
1/20/2009,0,0
1/21/2009,0,0
1/22/2009,8,5.967284023
1/23/2009,0,0
1/24/2009,20,17.97361216
1/25/2009,15,1.95643014
1/26/2009,0,0
1/27/2009,0,0
1/28/2009,1,0.360508858
1/29/2009,12,8.677615206
1/30/2009,2,0.09974494
1/31/2009,20,9.559850722
2/1/2009,0,0
2/2/2009,0,0
2/3/2009,0,0
2/4/2009,16,8.168640028
2/5/2009,0,0
2/6/2009,0,0
2/7/2009,0,0
2/8/2009,0,0
2/9/2009,0,0
2/10/2009,19,8.293945937
2/11/2009,0,0
2/12/2009,0,0
2/13/2009,0,0
2/14/2009,11,8.525464435
2/15/2009,0,0
2/16/2009,0,0
2/17/2009,0,0
2/18/2009,0,0
2/19/2009,0,0
2/20/2009,0,0
2/21/2009,0,0
2/22/2009,16,10.73659941
2/23/2009,0,0
2/24/2009,6,1.494085137
2/25/2009,0,0
2/26/2009,0,0
2/27/2009,0,0
2/28/2009,22,5.544526466
3/1/2009,0,0
3/2/2009,0,0
3/3/2009,0,0
3/4/2009,0,0
3/5/2009,0,0
3/6/2009,0,0
3/7/2009,0,0
3/8/2009,0,0
3/9/2009,19,13.85133823
3/10/2009,0,0
3/11/2009,0,0
3/12/2009,0,0
3/13/2009,0,0
3/14/2009,0,0
3/15/2009,22,6.062655449
3/16/2009,0,0
3/17/2009,0,0
3/18/2009,10,0.180449206
3/19/2009,0,0
3/20/2009,0,0
3/21/2009,0,0
3/22/2009,0,0
3/23/2009,0,0
3/24/2009,0,0
3/25/2009,0,0
3/26/2009,0,0
3/27/2009,0,0
3/28/2009,1,0.185070596
3/29/2009,0,0
3/30/2009,0,0
3/31/2009,15,2.999166186
4/1/2009,0,0
4/2/2009,0,0
4/3/2009,0,0
4/4/2009,19,6.135614457
4/5/2009,0,0
4/6/2009,0,0
4/7/2009,0,0
4/8/2009,0,0
4/9/2009,0,0
4/10/2009,1,0.891950109
4/11/2009,0,0
4/12/2009,0,0
4/13/2009,0,0
4/14/2009,0,0
4/15/2009,5,1.931201841
4/16/2009,2,0.063140443
4/17/2009,0,0
4/18/2009,0,0
4/19/2009,18,8.156531071
4/20/2009,11,8.488871125
4/21/2009,1,0.792187421
4/22/2009,0,0
4/23/2009,15,11.07656346
4/24/2009,0,0
4/25/2009,0,0
4/26/2009,0,0
4/27/2009,0,0
4/28/2009,0,0
4/29/2009,0,0
4/30/2009,0,0
5/1/2009,0,0
5/2/2009,0,0
5/3/2009,0,0
5/4/2009,24,15.97215881
5/5/2009,0,0
5/6/2009,0,0
5/7/2009,0,0
5/8/2009,0,0
5/9/2009,14,2.201506557
5/10/2009,0,0
5/11/2009,0,0
5/12/2009,0,0
5/13/2009,0,0
5/14/2009,0,0
5/15/2009,0,0
5/16/2009,0,0
5/17/2009,0,0
5/18/2009,0,0
5/19/2009,20,18.96486534
5/20/2009,0,0
5/21/2009,0,0
5/22/2009,0,0
5/23/2009,0,0
5/24/2009,0,0
5/25/2009,0,0
5/26/2009,23,5.606188853
5/27/2009,0,0
5/28/2009,0,0
5/29/2009,0,0
5/30/2009,0,0
5/31/2009,0,0
6/1/2009,0,0
6/2/2009,0,0
6/3/2009,0,0
6/4/2009,7,5.027249687
6/5/2009,0,0
6/6/2009,0,0
6/7/2009,0,0
6/8/2009,17,8.185397493
6/9/2009,0,0
6/10/2009,0,0
6/11/2009,0,0
6/12/2009,0,0
6/13/2009,0,0
6/14/2009,0,0
6/15/2009,0,0
6/16/2009,0,0
6/17/2009,0,0
6/18/2009,0,0
6/19/2009,0,0
6/20/2009,0,0
6/21/2009,21,3.681203756
6/22/2009,0,0
6/23/2009,0,0
6/24/2009,0,0
6/25/2009,0,0
6/26/2009,14,10.65439769
6/27/2009,0,0
6/28/2009,0,0
6/29/2009,0,0
6/30/2009,0,0
7/1/2009,0,0
7/2/2009,0,0
7/3/2009,0,0
7/4/2009,0,0
7/5/2009,0,0
7/6/2009,0,0
7/7/2009,0,0
7/8/2009,8,5.639123831
7/9/2009,24,23.5362057
7/10/2009,0,0
7/11/2009,22,15.79755193
7/12/2009,2,0.16992852
7/13/2009,0,0
7/14/2009,0,0
7/15/2009,0,0
7/16/2009,0,0
7/17/2009,24,10.05469834
7/18/2009,0,0
7/19/2009,0,0
7/20/2009,0,0
7/21/2009,0,0
7/22/2009,0,0
7/23/2009,0,0
7/24/2009,0,0
7/25/2009,0,0
7/26/2009,9,4.551951701
7/27/2009,0,0
7/28/2009,0,0
7/29/2009,13,3.293988758
7/30/2009,0,0
7/31/2009,14,7.385944468
8/1/2009,0,0
8/2/2009,0,0
8/3/2009,0,0
8/4/2009,0,0
8/5/2009,10,6.854719841
8/6/2009,20,5.429721811
8/7/2009,0,0
8/8/2009,0,0
8/9/2009,0,0
8/10/2009,16,3.754530973
8/11/2009,11,1.62625874
8/12/2009,2,0.953628444
8/13/2009,0,0
8/14/2009,0,0
8/15/2009,0,0
8/16/2009,0,0
8/17/2009,0,0
8/18/2009,10,4.782763053
8/19/2009,0,0
8/20/2009,0,0
8/21/2009,0,0
8/22/2009,0,0
8/23/2009,0,0
8/24/2009,0,0
8/25/2009,0,0
8/26/2009,7,5.136742335
8/27/2009,0,0
8/28/2009,0,0
8/29/2009,20,2.879239048
8/30/2009,20,8.912581864
8/31/2009,0,0
9/1/2009,0,0
9/2/2009,0,0
9/3/2009,0,0
9/4/2009,0,0
9/5/2009,0,0
9/6/2009,0,0
9/7/2009,0,0
9/8/2009,0,0
9/9/2009,0,0
9/10/2009,0,0
9/11/2009,0,0
9/12/2009,0,0
9/13/2009,0,0
9/14/2009,0,0
9/15/2009,0,0
9/16/2009,0,0
9/17/2009,0,0
9/18/2009,0,0
9/19/2009,8,4.534699659
9/20/2009,0,0
9/21/2009,16,0.164972555
9/22/2009,21,12.95396557
9/23/2009,12,0.393224945
9/24/2009,6,0.325988458
9/25/2009,0,0
9/26/2009,11,2.957337334
9/27/2009,0,0
9/28/2009,0,0
9/29/2009,6,0.210750564
9/30/2009,0,0
10/1/2009,0,0
10/2/2009,0,0
10/3/2009,0,0
10/4/2009,0,0
10/5/2009,0,0
10/6/2009,0,0
10/7/2009,0,0
10/8/2009,0,0
10/9/2009,0,0
10/10/2009,0,0
10/11/2009,0,0
10/12/2009,0,0
10/13/2009,0,0
10/14/2009,0,0
10/15/2009,0,0
10/16/2009,0,0
10/17/2009,8,2.36320176
10/18/2009,0,0
10/19/2009,0,0
10/20/2009,0,0
10/21/2009,0,0
10/22/2009,0,0
10/23/2009,8,3.740954404
10/24/2009,0,0
10/25/2009,19,13.83761586
10/26/2009,0,0
10/27/2009,12,7.285948035
10/28/2009,0,0
10/29/2009,0,0
10/30/2009,0,0
10/31/2009,0,0
11/1/2009,0,0
11/2/2009,0,0
11/3/2009,0,0
11/4/2009,9,5.820948528
11/5/2009,0,0
11/6/2009,0,0
11/7/2009,0,0
11/8/2009,0,0
11/9/2009,0,0
11/10/2009,0,0
11/11/2009,0,0
11/12/2009,0,0
11/13/2009,0,0
11/14/2009,0,0
11/15/2009,0,0
11/16/2009,0,0
11/17/2009,20,19.20018386
11/18/2009,0,0
11/19/2009,0,0
11/20/2009,0,0
11/21/2009,0,0
11/22/2009,0,0
11/23/2009,0,0
11/24/2009,0,0
11/25/2009,10,8.102732397
11/26/2009,5,0.976322115
11/27/2009,0,0
11/28/2009,0,0
11/29/2009,0,0
11/30/2009,2,0.750134057
12/1/2009,0,0
12/2/2009,0,0
12/3/2009,0,0
12/4/2009,0,0
12/5/2009,0,0
12/6/2009,0,0
12/7/2009,0,0
12/8/2009,0,0
12/9/2009,0,0
12/10/2009,0,0
12/11/2009,0,0
12/12/2009,0,0
12/13/2009,0,0
12/14/2009,0,0
12/15/2009,0,0
12/16/2009,0,0
12/17/2009,0,0
12/18/2009,20,0.591516564
12/19/2009,0,0
12/20/2009,0,0
12/21/2009,0,0
12/22/2009,0,0
12/23/2009,5,2.97768461
12/24/2009,0,0
12/25/2009,16,14.30224666
12/26/2009,0,0
12/27/2009,0,0
12/28/2009,0,0
12/29/2009,4,3.972107084
12/30/2009,0,0
12/31/2009,22,5.364516276
1/1/2010,0,0
1/2/2010,23,1.685156085
1/3/2010,8,2.033421073
1/4/2010,0,0
1/5/2010,0,0
1/6/2010,0,0
1/7/2010,1,0.462359097
1/8/2010,0,0
1/9/2010,1,0.422832252
1/10/2010,0,0
1/11/2010,0,0
1/12/2010,0,0
1/13/2010,0,0
1/14/2010,1,0.14743839
1/15/2010,0,0
1/16/2010,0,0
1/17/2010,0,0
1/18/2010,21,12.46267138
1/19/2010,0,0
1/20/2010,0,0
1/21/2010,13,12.10268936
1/22/2010,0,0
1/23/2010,0,0
1/24/2010,0,0
1/25/2010,0,0
1/26/2010,23,12.78836451
1/27/2010,0,0
1/28/2010,0,0
1/29/2010,0,0
1/30/2010,14,0.573021005
1/31/2010,7,0.991376152
2/1/2010,0,0
2/2/2010,0,0
2/3/2010,0,0
2/4/2010,0,0
2/5/2010,0,0
2/6/2010,12,4.289742347
2/7/2010,0,0
2/8/2010,0,0
2/9/2010,0,0
2/10/2010,0,0
2/11/2010,21,17.86224693
2/12/2010,0,0
2/13/2010,0,0
2/14/2010,3,2.971261213
2/15/2010,0,0
2/16/2010,0,0
2/17/2010,0,0
2/18/2010,0,0
2/19/2010,0,0
2/20/2010,0,0
2/21/2010,18,2.302507271
2/22/2010,0,0
2/23/2010,16,0.800742862
2/24/2010,0,0
2/25/2010,0,0
2/26/2010,17,3.238465806
2/27/2010,0,0
2/28/2010,0,0
3/1/2010,22,18.81751258
3/2/2010,0,0
3/3/2010,0,0
3/4/2010,0,0
3/5/2010,0,0
3/6/2010,0,0
3/7/2010,0,0
3/8/2010,8,1.208769354
3/9/2010,2,0.030071923
3/10/2010,0,0
3/11/2010,0,0
3/12/2010,0,0
3/13/2010,0,0
3/14/2010,0,0
3/15/2010,17,12.64044279
3/16/2010,0,0
3/17/2010,23,2.124527248
3/18/2010,0,0
3/19/2010,19,8.344225772
3/20/2010,0,0
3/21/2010,0,0
3/22/2010,0,0
3/23/2010,24,4.447347891
3/24/2010,0,0
3/25/2010,3,2.591075317
3/26/2010,0,0
3/27/2010,20,1.091625614
3/28/2010,0,0
3/29/2010,0,0
3/30/2010,0,0
3/31/2010,0,0
4/1/2010,23,2.882337451
4/2/2010,0,0
4/3/2010,2,1.683801077
4/4/2010,0,0
4/5/2010,0,0
4/6/2010,0,0
4/7/2010,0,0
4/8/2010,0,0
4/9/2010,24,23.69360209
4/10/2010,0,0
4/11/2010,22,9.80984092
4/12/2010,0,0
4/13/2010,0,0
4/14/2010,0,0
4/15/2010,0,0
4/16/2010,0,0
4/17/2010,0,0
4/18/2010,20,15.35428941
4/19/2010,0,0
4/20/2010,0,0
4/21/2010,17,16.94665078
4/22/2010,0,0
4/23/2010,9,6.437782205
4/24/2010,0,0
4/25/2010,7,6.653560412
4/26/2010,16,12.61285107
4/27/2010,0,0
4/28/2010,0,0
4/29/2010,0,0
4/30/2010,0,0
5/1/2010,0,0
5/2/2010,0,0
5/3/2010,18,1.319364798
5/4/2010,24,12.11730305
5/5/2010,0,0
5/6/2010,0,0
5/7/2010,0,0
5/8/2010,0,0
5/9/2010,0,0
5/10/2010,0,0
5/11/2010,0,0
5/12/2010,20,12.92321413
5/13/2010,0,0
5/14/2010,10,1.864100986
5/15/2010,0,0
5/16/2010,0,0
5/17/2010,0,0
5/18/2010,23,0.627911896
5/19/2010,3,0.444102867
5/20/2010,0,0
5/21/2010,0,0
5/22/2010,0,0
5/23/2010,0,0
5/24/2010,0,0
5/25/2010,0,0
5/26/2010,0,0
5/27/2010,0,0
5/28/2010,0,0
5/29/2010,0,0
5/30/2010,0,0
5/31/2010,18,13.46788792
6/1/2010,0,0
6/2/2010,0,0
6/3/2010,11,9.3795102
6/4/2010,0,0
6/5/2010,9,8.392829177
6/6/2010,0,0
6/7/2010,0,0
6/8/2010,0,0
6/9/2010,0,0
6/10/2010,0,0
6/11/2010,0,0
6/12/2010,0,0
6/13/2010,0,0
6/14/2010,9,4.087961563
6/15/2010,0,0
6/16/2010,16,12.82465716
6/17/2010,0,0
6/18/2010,0,0
6/19/2010,0,0
6/20/2010,12,6.308434995
6/21/2010,0,0
6/22/2010,0,0
6/23/2010,0,0
6/24/2010,0,0
6/25/2010,7,1.667199398
6/26/2010,0,0
6/27/2010,0,0
6/28/2010,0,0
6/29/2010,0,0
6/30/2010,0,0
7/1/2010,10,3.606627575
7/2/2010,20,1.48217506
7/3/2010,0,0
7/4/2010,0,0
7/5/2010,0,0
7/6/2010,15,1.990877768
7/7/2010,0,0
7/8/2010,23,4.090512518
7/9/2010,0,0
7/10/2010,0,0
7/11/2010,0,0
7/12/2010,0,0
7/13/2010,0,0
7/14/2010,15,13.33596749
7/15/2010,0,0
7/16/2010,0,0
7/17/2010,0,0
7/18/2010,0,0
7/19/2010,0,0
7/20/2010,0,0
7/21/2010,0,0
7/22/2010,0,0
7/23/2010,0,0
7/24/2010,0,0
7/25/2010,0,0
7/26/2010,0,0
7/27/2010,0,0
7/28/2010,0,0
7/29/2010,0,0
7/30/2010,0,0
7/31/2010,3,2.579957706
8/1/2010,0,0
8/2/2010,0,0
8/3/2010,12,4.884319025
8/4/2010,0,0
8/5/2010,0,0
8/6/2010,0,0
8/7/2010,0,0
8/8/2010,0,0
8/9/2010,14,13.98266579
8/10/2010,0,0
8/11/2010,0,0
8/12/2010,0,0
8/13/2010,6,2.853899023
8/14/2010,0,0
8/15/2010,9,3.375445239
8/16/2010,0,0
8/17/2010,0,0
8/18/2010,16,1.08844101
8/19/2010,0,0
8/20/2010,0,0
8/21/2010,5,2.878136941
8/22/2010,15,11.01242083
8/23/2010,0,0
8/24/2010,0,0
8/25/2010,0,0
8/26/2010,2,0.697337797
8/27/2010,13,3.407445051
8/28/2010,0,0
8/29/2010,0,0
8/30/2010,0,0
8/31/2010,16,0.345785357
9/1/2010,1,0.219943765
9/2/2010,0,0
9/3/2010,0,0
9/4/2010,0,0
9/5/2010,0,0
9/6/2010,0,0
9/7/2010,0,0
9/8/2010,10,3.924363739
9/9/2010,0,0
9/10/2010,22,18.19180702
9/11/2010,0,0
9/12/2010,0,0
9/13/2010,0,0
9/14/2010,10,0.108410036
9/15/2010,0,0
9/16/2010,5,4.059277863
9/17/2010,0,0
9/18/2010,12,4.314588398
9/19/2010,0,0
9/20/2010,0,0
9/21/2010,14,8.908125232
9/22/2010,0,0
9/23/2010,16,7.84643146
9/24/2010,0,0
9/25/2010,0,0
9/26/2010,14,3.363402612
9/27/2010,0,0
9/28/2010,0,0
9/29/2010,0,0
9/30/2010,0,0
10/1/2010,0,0
10/2/2010,0,0
10/3/2010,0,0
10/4/2010,0,0
10/5/2010,10,5.58927301
10/6/2010,17,14.13424036
10/7/2010,0,0
10/8/2010,6,0.622310675
10/9/2010,0,0
10/10/2010,0,0
10/11/2010,0,0
10/12/2010,9,3.42326997
10/13/2010,0,0
10/14/2010,7,5.578456079
10/15/2010,1,0.465918006
10/16/2010,0,0
10/17/2010,6,0.36143254
10/18/2010,0,0
10/19/2010,0,0
10/20/2010,0,0
10/21/2010,16,10.62550571
10/22/2010,0,0
10/23/2010,10,8.739659128
10/24/2010,0,0
10/25/2010,0,0
10/26/2010,7,6.572083199
10/27/2010,0,0
10/28/2010,0,0
10/29/2010,0,0
10/30/2010,21,6.935631899
10/31/2010,0,0
11/1/2010,0,0
11/2/2010,23,19.8477133
11/3/2010,0,0
11/4/2010,0,0
11/5/2010,0,0
11/6/2010,0,0
11/7/2010,7,1.912100972
11/8/2010,0,0
11/9/2010,0,0
11/10/2010,0,0
11/11/2010,0,0
11/12/2010,0,0
11/13/2010,0,0
11/14/2010,0,0
11/15/2010,18,12.39839241
11/16/2010,0,0
11/17/2010,6,2.015113084
11/18/2010,0,0
11/19/2010,0,0
11/20/2010,0,0
11/21/2010,15,3.827005637
11/22/2010,0,0
11/23/2010,0,0
11/24/2010,0,0
11/25/2010,0,0
11/26/2010,0,0
11/27/2010,0,0
11/28/2010,0,0
11/29/2010,0,0
11/30/2010,0,0
12/1/2010,0,0
12/2/2010,20,10.5183625
12/3/2010,0,0
12/4/2010,0,0
12/5/2010,0,0
12/6/2010,6,2.870773089
12/7/2010,0,0
12/8/2010,0,0
12/9/2010,8,5.59575509
12/10/2010,0,0
12/11/2010,0,0
12/12/2010,0,0
12/13/2010,0,0
12/14/2010,0,0
12/15/2010,10,0.718926166
12/16/2010,0,0
12/17/2010,0,0
12/18/2010,13,12.06556067
12/19/2010,0,0
12/20/2010,4,3.62785673
12/21/2010,8,7.762931423
12/22/2010,5,3.111755299
12/23/2010,0,0
12/24/2010,0,0
12/25/2010,3,0.852895045
12/26/2010,0,0
12/27/2010,0,0
12/28/2010,0,0
12/29/2010,0,0
12/30/2010,18,14.28569542
12/31/2010,0,0
1/1/2011,10,0.41034124
1/2/2011,0,0
1/3/2011,0,0
1/4/2011,0,0
1/5/2011,0,0
