Date,Hours,Opn_Hrs
6/30/2000,0,0
7/1/2000,0,0
7/2/2000,0,0
7/3/2000,0,0
7/4/2000,13,8.610680936
7/5/2000,0,0
7/6/2000,9,1.005064059
7/7/2000,0,0
7/8/2000,0,0
7/9/2000,0,0
7/10/2000,24,4.607481516
7/11/2000,0,0
7/12/2000,0,0
7/13/2000,0,0
7/14/2000,0,0
7/15/2000,0,0
7/16/2000,0,0
7/17/2000,21,2.686740707
7/18/2000,21,3.360577564
7/19/2000,0,0
7/20/2000,0,0
7/21/2000,7,1.655295805
7/22/2000,0,0
7/23/2000,8,1.41835444
7/24/2000,0,0
7/25/2000,16,1.17905349
7/26/2000,0,0
7/27/2000,0,0
7/28/2000,0,0
7/29/2000,0,0
7/30/2000,0,0
7/31/2000,0,0
8/1/2000,0,0
8/2/2000,0,0
8/3/2000,0,0
8/4/2000,14,13.57430333
8/5/2000,0,0
8/6/2000,24,12.31922654
8/7/2000,0,0
8/8/2000,0,0
8/9/2000,0,0
8/10/2000,0,0
8/11/2000,0,0
8/12/2000,0,0
8/13/2000,16,8.161139464
8/14/2000,0,0
8/15/2000,0,0
8/16/2000,20,9.205436786
8/17/2000,0,0
8/18/2000,0,0
8/19/2000,13,9.968753092
8/20/2000,0,0
8/21/2000,9,0.199928443
8/22/2000,0,0
8/23/2000,0,0
8/24/2000,0,0
8/25/2000,0,0
8/26/2000,0,0
8/27/2000,0,0
8/28/2000,0,0
8/29/2000,15,13.58828097
8/30/2000,0,0
8/31/2000,0,0
9/1/2000,0,0
9/2/2000,0,0
9/3/2000,0,0
9/4/2000,0,0
9/5/2000,13,8.54508841
9/6/2000,0,0
9/7/2000,0,0
9/8/2000,0,0
9/9/2000,1,0.014381443
9/10/2000,0,0
9/11/2000,0,0
9/12/2000,22,2.361488871
9/13/2000,0,0
9/14/2000,0,0
9/15/2000,0,0
9/16/2000,23,13.54817938
9/17/2000,8,7.94443557
9/18/2000,0,0
9/19/2000,0,0
9/20/2000,0,0
9/21/2000,0,0
9/22/2000,0,0
9/23/2000,18,10.73433933
9/24/2000,8,2.530535048
9/25/2000,0,0
9/26/2000,20,11.61856052
9/27/2000,0,0
9/28/2000,0,0
9/29/2000,0,0
9/30/2000,4,1.008162306
10/1/2000,0,0
10/2/2000,0,0
10/3/2000,0,0
10/4/2000,0,0
10/5/2000,0,0
10/6/2000,0,0
10/7/2000,0,0
10/8/2000,19,9.901204842
10/9/2000,0,0
10/10/2000,0,0
10/11/2000,0,0
10/12/2000,7,5.282617183
10/13/2000,0,0
10/14/2000,0,0
10/15/2000,2,0.676326533
10/16/2000,0,0
10/17/2000,0,0
10/18/2000,0,0
10/19/2000,0,0
10/20/2000,21,14.91884147
10/21/2000,0,0
10/22/2000,15,7.09690402
10/23/2000,0,0
10/24/2000,0,0
10/25/2000,7,1.784341763
10/26/2000,0,0
10/27/2000,0,0
10/28/2000,19,18.87204699
10/29/2000,0,0
10/30/2000,0,0
10/31/2000,0,0
11/1/2000,0,0
11/2/2000,7,0.914602693
11/3/2000,0,0
11/4/2000,0,0
11/5/2000,13,3.56774655
11/6/2000,0,0
11/7/2000,0,0
11/8/2000,0,0
11/9/2000,0,0
11/10/2000,3,0.475230527
11/11/2000,0,0
11/12/2000,0,0
11/13/2000,0,0
11/14/2000,13,10.81045122
11/15/2000,24,13.7054348
11/16/2000,0,0
11/17/2000,0,0
11/18/2000,0,0
11/19/2000,0,0
11/20/2000,6,0.872726771
11/21/2000,0,0
11/22/2000,0,0
11/23/2000,6,1.817536672
11/24/2000,0,0
11/25/2000,0,0
11/26/2000,0,0
11/27/2000,0,0
11/28/2000,19,12.87708417
11/29/2000,0,0
11/30/2000,12,10.38413032
12/1/2000,0,0
12/2/2000,0,0
12/3/2000,0,0
12/4/2000,0,0
12/5/2000,0,0
12/6/2000,0,0
12/7/2000,0,0
12/8/2000,0,0
12/9/2000,0,0
12/10/2000,0,0
12/11/2000,0,0
12/12/2000,0,0
12/13/2000,0,0
12/14/2000,0,0
12/15/2000,0,0
12/16/2000,21,14.52505233
12/17/2000,0,0
12/18/2000,0,0
12/19/2000,0,0
12/20/2000,0,0
12/21/2000,0,0
12/22/2000,0,0
12/23/2000,1,0.316382846
12/24/2000,0,0
12/25/2000,19,9.568189413
12/26/2000,0,0
12/27/2000,24,17.98026349
12/28/2000,0,0
12/29/2000,0,0
12/30/2000,0,0
12/31/2000,0,0
1/1/2001,0,0
1/2/2001,0,0
1/3/2001,0,0
1/4/2001,21,6.772963691
1/5/2001,0,0
1/6/2001,0,0
1/7/2001,0,0
1/8/2001,0,0
1/9/2001,0,0
1/10/2001,0,0
1/11/2001,0,0
1/12/2001,0,0
1/13/2001,0,0
1/14/2001,0,0
1/15/2001,0,0
1/16/2001,0,0
1/17/2001,0,0
1/18/2001,0,0
1/19/2001,0,0
1/20/2001,0,0
1/21/2001,0,0
1/22/2001,5,0.637167402
1/23/2001,20,3.773055488
1/24/2001,0,0
1/25/2001,0,0
1/26/2001,15,0.34057546
1/27/2001,0,0
1/28/2001,7,5.174489174
1/29/2001,0,0
1/30/2001,0,0
1/31/2001,0,0
2/1/2001,0,0
2/2/2001,17,15.60861481
2/3/2001,12,5.227142863
2/4/2001,0,0
2/5/2001,0,0
2/6/2001,0,0
2/7/2001,23,21.65353358
2/8/2001,0,0
2/9/2001,0,0
2/10/2001,0,0
2/11/2001,0,0
2/12/2001,0,0
2/13/2001,0,0
2/14/2001,0,0
2/15/2001,0,0
2/16/2001,22,2.792916119
2/17/2001,0,0
2/18/2001,2,1.115187871
2/19/2001,0,0
2/20/2001,0,0
2/21/2001,0,0
2/22/2001,0,0
2/23/2001,0,0
2/24/2001,0,0
2/25/2001,0,0
2/26/2001,0,0
2/27/2001,0,0
2/28/2001,0,0
3/1/2001,0,0
3/2/2001,0,0
3/3/2001,0,0
3/4/2001,0,0
3/5/2001,0,0
3/6/2001,0,0
3/7/2001,0,0
3/8/2001,0,0
3/9/2001,0,0
3/10/2001,0,0
3/11/2001,0,0
3/12/2001,1,0.77716664
3/13/2001,0,0
3/14/2001,2,0.197108413
3/15/2001,0,0
3/16/2001,0,0
3/17/2001,18,0.474313789
3/18/2001,6,3.136519799
3/19/2001,0,0
3/20/2001,0,0
3/21/2001,0,0
3/22/2001,0,0
3/23/2001,4,1.750603777
3/24/2001,9,4.421917333
3/25/2001,10,1.441538322
3/26/2001,0,0
3/27/2001,0,0
3/28/2001,0,0
3/29/2001,0,0
3/30/2001,18,0.896584868
3/31/2001,0,0
4/1/2001,0,0
4/2/2001,0,0
4/3/2001,0,0
4/4/2001,0,0
4/5/2001,0,0
4/6/2001,0,0
4/7/2001,0,0
4/8/2001,20,14.02392003
4/9/2001,16,2.000352581
4/10/2001,2,0.871011291
4/11/2001,0,0
4/12/2001,0,0
4/13/2001,0,0
4/14/2001,0,0
4/15/2001,0,0
4/16/2001,0,0
4/17/2001,0,0
4/18/2001,0,0
4/19/2001,0,0
4/20/2001,22,18.02937112
4/21/2001,12,7.337908784
4/22/2001,0,0
4/23/2001,0,0
4/24/2001,0,0
4/25/2001,0,0
4/26/2001,0,0
4/27/2001,0,0
4/28/2001,0,0
4/29/2001,0,0
4/30/2001,0,0
5/1/2001,0,0
5/2/2001,0,0
5/3/2001,0,0
5/4/2001,0,0
5/5/2001,0,0
5/6/2001,0,0
5/7/2001,0,0
5/8/2001,0,0
5/9/2001,0,0
5/10/2001,0,0
5/11/2001,0,0
5/12/2001,0,0
5/13/2001,0,0
5/14/2001,0,0
5/15/2001,0,0
5/16/2001,0,0
5/17/2001,0,0
5/18/2001,5,4.198338656
5/19/2001,0,0
5/20/2001,0,0
5/21/2001,0,0
5/22/2001,0,0
5/23/2001,8,4.388508428
5/24/2001,0,0
5/25/2001,0,0
5/26/2001,0,0
5/27/2001,0,0
5/28/2001,0,0
5/29/2001,0,0
5/30/2001,0,0
5/31/2001,0,0
6/1/2001,0,0
6/2/2001,0,0
6/3/2001,15,4.447069397
6/4/2001,0,0
6/5/2001,0,0
6/6/2001,0,0
6/7/2001,0,0
6/8/2001,0,0
6/9/2001,0,0
6/10/2001,0,0
6/11/2001,0,0
6/12/2001,0,0
6/13/2001,0,0
6/14/2001,11,7.063540482
6/15/2001,0,0
6/16/2001,0,0
6/17/2001,0,0
6/18/2001,0,0
6/19/2001,0,0
6/20/2001,0,0
6/21/2001,0,0
6/22/2001,0,0
6/23/2001,6,2.987443193
6/24/2001,0,0
6/25/2001,0,0
6/26/2001,0,0
6/27/2001,0,0
6/28/2001,0,0
6/29/2001,0,0
6/30/2001,0,0
7/1/2001,0,0
7/2/2001,0,0
7/3/2001,0,0
7/4/2001,0,0
7/5/2001,0,0
7/6/2001,7,6.41344927
7/7/2001,0,0
7/8/2001,0,0
7/9/2001,0,0
7/10/2001,0,0
7/11/2001,0,0
7/12/2001,0,0
7/13/2001,0,0
7/14/2001,0,0
7/15/2001,0,0
7/16/2001,0,0
7/17/2001,0,0
7/18/2001,0,0
7/19/2001,0,0
7/20/2001,5,1.772493689
7/21/2001,0,0
7/22/2001,0,0
7/23/2001,0,0
7/24/2001,0,0
7/25/2001,0,0
7/26/2001,15,8.428181837
7/27/2001,0,0
7/28/2001,0,0
7/29/2001,3,2.676591533
7/30/2001,0,0
7/31/2001,0,0
8/1/2001,0,0
8/2/2001,0,0
8/3/2001,0,0
8/4/2001,0,0
8/5/2001,0,0
8/6/2001,0,0
8/7/2001,0,0
8/8/2001,0,0
8/9/2001,0,0
8/10/2001,0,0
8/11/2001,13,3.498256415
8/12/2001,0,0
8/13/2001,0,0
8/14/2001,0,0
8/15/2001,0,0
8/16/2001,20,9.053644022
8/17/2001,0,0
8/18/2001,0,0
8/19/2001,0,0
8/20/2001,0,0
8/21/2001,11,9.937487182
8/22/2001,0,0
8/23/2001,0,0
8/24/2001,0,0
8/25/2001,0,0
8/26/2001,0,0
8/27/2001,0,0
8/28/2001,0,0
8/29/2001,0,0
8/30/2001,17,10.01252966
8/31/2001,0,0
9/1/2001,0,0
9/2/2001,0,0
9/3/2001,0,0
9/4/2001,0,0
9/5/2001,0,0
9/6/2001,0,0
9/7/2001,0,0
9/8/2001,19,11.68863722
9/9/2001,0,0
9/10/2001,0,0
9/11/2001,0,0
9/12/2001,0,0
9/13/2001,0,0
9/14/2001,11,8.586771303
9/15/2001,5,0.762869955
9/16/2001,0,0
9/17/2001,0,0
9/18/2001,0,0
9/19/2001,0,0
9/20/2001,0,0
9/21/2001,17,1.319267776
9/22/2001,0,0
9/23/2001,0,0
9/24/2001,0,0
9/25/2001,0,0
9/26/2001,6,3.277523035
9/27/2001,0,0
9/28/2001,0,0
9/29/2001,0,0
9/30/2001,0,0
10/1/2001,0,0
10/2/2001,0,0
10/3/2001,0,0
10/4/2001,0,0
10/5/2001,0,0
10/6/2001,0,0
10/7/2001,0,0
10/8/2001,7,3.342917037
10/9/2001,0,0
10/10/2001,0,0
10/11/2001,4,0.607389687
10/12/2001,0,0
10/13/2001,0,0
10/14/2001,0,0
10/15/2001,0,0
10/16/2001,0,0
10/17/2001,11,3.244480056
10/18/2001,0,0
10/19/2001,0,0
10/20/2001,0,0
10/21/2001,0,0
10/22/2001,0,0
10/23/2001,0,0
10/24/2001,1,0.877657316
10/25/2001,0,0
10/26/2001,16,14.51081814
10/27/2001,0,0
10/28/2001,16,15.24748856
10/29/2001,4,2.484529387
10/30/2001,15,2.406593314
10/31/2001,0,0
11/1/2001,0,0
11/2/2001,0,0
11/3/2001,0,0
11/4/2001,0,0
11/5/2001,0,0
11/6/2001,0,0
11/7/2001,0,0
11/8/2001,21,18.05360047
11/9/2001,0,0
11/10/2001,0,0
11/11/2001,0,0
11/12/2001,24,7.856187793
11/13/2001,15,11.77942026
11/14/2001,23,22.73069571
11/15/2001,0,0
11/16/2001,18,6.839446227
11/17/2001,0,0
11/18/2001,0,0
11/19/2001,0,0
11/20/2001,0,0
11/21/2001,0,0
11/22/2001,0,0
11/23/2001,0,0
11/24/2001,0,0
11/25/2001,0,0
11/26/2001,23,3.484545833
11/27/2001,0,0
11/28/2001,9,3.643249208
11/29/2001,0,0
11/30/2001,0,0
12/1/2001,21,5.180332014
12/2/2001,10,7.903583687
12/3/2001,0,0
12/4/2001,0,0
12/5/2001,10,9.202894296
12/6/2001,0,0
12/7/2001,0,0
12/8/2001,0,0
12/9/2001,0,0
12/10/2001,0,0
12/11/2001,6,2.192482051
12/12/2001,0,0
12/13/2001,0,0
12/14/2001,11,7.203919589
12/15/2001,0,0
12/16/2001,0,0
12/17/2001,0,0
12/18/2001,0,0
12/19/2001,17,10.42740262
12/20/2001,0,0
12/21/2001,0,0
12/22/2001,0,0
12/23/2001,0,0
12/24/2001,0,0
12/25/2001,1,0.278013116
12/26/2001,15,3.322106822
12/27/2001,0,0
12/28/2001,0,0
12/29/2001,0,0
12/30/2001,0,0
12/31/2001,22,11.02471928
1/1/2002,24,17.27660378
1/2/2002,0,0
1/3/2002,0,0
1/4/2002,0,0
1/5/2002,0,0
1/6/2002,18,3.010407864
1/7/2002,0,0
1/8/2002,0,0
1/9/2002,0,0
1/10/2002,0,0
1/11/2002,0,0
1/12/2002,0,0
1/13/2002,18,1.182161153
1/14/2002,0,0
1/15/2002,0,0
1/16/2002,0,0
1/17/2002,0,0
1/18/2002,0,0
1/19/2002,5,0.760677826
1/20/2002,15,10.23780804
1/21/2002,0,0
1/22/2002,0,0
1/23/2002,0,0
1/24/2002,0,0
1/25/2002,0,0
1/26/2002,0,0
1/27/2002,0,0
1/28/2002,0,0
1/29/2002,0,0
1/30/2002,0,0
1/31/2002,0,0
2/1/2002,10,5.83789164
2/2/2002,0,0
2/3/2002,3,2.907649978
2/4/2002,12,6.101758758
2/5/2002,0,0
2/6/2002,0,0
2/7/2002,1,0.870074328
2/8/2002,0,0
2/9/2002,0,0
2/10/2002,22,9.751340383
2/11/2002,0,0
2/12/2002,0,0
2/13/2002,0,0
2/14/2002,0,0
2/15/2002,0,0
2/16/2002,0,0
2/17/2002,0,0
2/18/2002,0,0
2/19/2002,3,0.533828638
2/20/2002,14,1.537358475
2/21/2002,0,0
2/22/2002,2,1.606557367
2/23/2002,0,0
2/24/2002,21,0.519332323
2/25/2002,9,8.260223714
2/26/2002,18,2.546589854
2/27/2002,0,0
2/28/2002,18,3.619876852
3/1/2002,0,0
3/2/2002,0,0
3/3/2002,0,0
3/4/2002,0,0
3/5/2002,0,0
3/6/2002,11,8.930665171
3/7/2002,0,0
3/8/2002,8,2.99967214
3/9/2002,3,1.611290365
3/10/2002,2,1.872461085
3/11/2002,0,0
3/12/2002,23,6.114984367
3/13/2002,0,0
3/14/2002,2,0.491355637
3/15/2002,14,12.97284974
3/16/2002,0,0
3/17/2002,0,0
3/18/2002,0,0
3/19/2002,20,0.66824526
3/20/2002,0,0
3/21/2002,0,0
3/22/2002,0,0
3/23/2002,1,0.56459273
3/24/2002,0,0
3/25/2002,0,0
3/26/2002,0,0
3/27/2002,0,0
3/28/2002,14,13.82322913
3/29/2002,0,0
3/30/2002,0,0
3/31/2002,0,0
4/1/2002,0,0
4/2/2002,14,12.44272425
4/3/2002,0,0
4/4/2002,0,0
4/5/2002,0,0
4/6/2002,0,0
4/7/2002,0,0
4/8/2002,0,0
4/9/2002,0,0
4/10/2002,14,12.87578943
4/11/2002,0,0
4/12/2002,0,0
4/13/2002,0,0
4/14/2002,0,0
4/15/2002,0,0
4/16/2002,20,17.21115166
4/17/2002,0,0
4/18/2002,0,0
4/19/2002,0,0
4/20/2002,0,0
4/21/2002,0,0
4/22/2002,14,12.23109369
4/23/2002,0,0
4/24/2002,16,1.94300424
4/25/2002,0,0
4/26/2002,0,0
4/27/2002,0,0
4/28/2002,0,0
4/29/2002,0,0
4/30/2002,0,0
5/1/2002,0,0
5/2/2002,0,0
5/3/2002,0,0
5/4/2002,19,12.93157193
5/5/2002,0,0
5/6/2002,0,0
5/7/2002,0,0
5/8/2002,8,2.576107653
5/9/2002,0,0
5/10/2002,0,0
5/11/2002,0,0
5/12/2002,0,0
5/13/2002,0,0
5/14/2002,0,0
5/15/2002,4,1.41055169
5/16/2002,0,0
5/17/2002,0,0
5/18/2002,9,7.65558051
5/19/2002,0,0
5/20/2002,0,0
5/21/2002,0,0
5/22/2002,0,0
5/23/2002,5,3.515192792
5/24/2002,0,0
5/25/2002,0,0
5/26/2002,0,0
5/27/2002,0,0
5/28/2002,0,0
5/29/2002,15,0.109306677
5/30/2002,0,0
5/31/2002,5,2.205177585
6/1/2002,0,0
6/2/2002,0,0
6/3/2002,0,0
6/4/2002,0,0
6/5/2002,0,0
6/6/2002,0,0
6/7/2002,14,13.12922972
6/8/2002,18,12.38996719
6/9/2002,0,0
6/10/2002,5,3.281194381
6/11/2002,5,0.148364748
6/12/2002,24,4.029716369
6/13/2002,0,0
6/14/2002,4,0.38710777
6/15/2002,0,0
6/16/2002,13,12.66577098
6/17/2002,12,10.7725429
6/18/2002,0,0
6/19/2002,0,0
6/20/2002,16,5.730355155
6/21/2002,0,0
6/22/2002,13,12.38275777
6/23/2002,0,0
6/24/2002,0,0
6/25/2002,0,0
6/26/2002,14,11.70223888
6/27/2002,0,0
6/28/2002,0,0
6/29/2002,0,0
6/30/2002,0,0
7/1/2002,3,2.528955467
7/2/2002,1,0.49543866
7/3/2002,0,0
7/4/2002,6,4.37336904
7/5/2002,0,0
7/6/2002,0,0
7/7/2002,0,0
7/8/2002,0,0
7/9/2002,16,8.904883767
7/10/2002,6,4.500784555
7/11/2002,0,0
7/12/2002,16,1.754197785
7/13/2002,0,0
7/14/2002,0,0
7/15/2002,0,0
7/16/2002,0,0
7/17/2002,0,0
7/18/2002,0,0
7/19/2002,0,0
7/20/2002,0,0
7/21/2002,0,0
7/22/2002,0,0
7/23/2002,9,4.903907655
7/24/2002,0,0
7/25/2002,0,0
7/26/2002,0,0
7/27/2002,23,17.33677307
7/28/2002,7,4.739477001
7/29/2002,0,0
7/30/2002,0,0
7/31/2002,20,14.60834614
8/1/2002,0,0
8/2/2002,0,0
8/3/2002,14,12.18954185
8/4/2002,0,0
8/5/2002,0,0
8/6/2002,0,0
8/7/2002,0,0
8/8/2002,13,0.56008659
8/9/2002,7,5.043743853
8/10/2002,6,1.404028352
8/11/2002,1,0.860417106
8/12/2002,22,4.360135177
8/13/2002,0,0
8/14/2002,0,0
8/15/2002,0,0
8/16/2002,0,0
8/17/2002,0,0
8/18/2002,0,0
8/19/2002,0,0
8/20/2002,17,5.469639142
8/21/2002,0,0
8/22/2002,23,3.216583856
8/23/2002,0,0
8/24/2002,20,3.017202355
8/25/2002,17,1.907936455
8/26/2002,0,0
8/27/2002,20,3.501225155
8/28/2002,0,0
8/29/2002,0,0
8/30/2002,0,0
8/31/2002,0,0
9/1/2002,0,0
9/2/2002,0,0
9/3/2002,0,0
9/4/2002,0,0
9/5/2002,1,0.830995014
9/6/2002,0,0
9/7/2002,0,0
9/8/2002,0,0
9/9/2002,0,0
9/10/2002,6,2.084494969
9/11/2002,3,2.956180834
9/12/2002,0,0
9/13/2002,8,5.438580369
9/14/2002,0,0
9/15/2002,0,0
9/16/2002,22,1.407736976
9/17/2002,0,0
9/18/2002,0,0
9/19/2002,0,0
9/20/2002,0,0
9/21/2002,0,0
9/22/2002,0,0
9/23/2002,0,0
9/24/2002,21,16.24802566
9/25/2002,0,0
9/26/2002,0,0
9/27/2002,2,1.272389162
9/28/2002,6,2.728452435
9/29/2002,9,1.97336157
9/30/2002,0,0
10/1/2002,0,0
10/2/2002,2,1.638213079
10/3/2002,0,0
